//X	Y	Z	Deviation[]	Amplitude[dB]	Reflectance[dB]
-5.836500168	18.936500549	-1.276250005	3.0000000000	20.5200004578	-5.5399999619
-5.835999966	18.936500549	-1.276250005	1.0000000000	21.3999996185	-5.3699998856
-5.835249901	18.938249588	-1.276499987	2.0000000000	22.9400005341	-7.5999999046
-5.834499836	18.937999725	-1.273249984	1.0000000000	22.4899997711	-8.0500001907
-5.830749989	18.940750122	-1.278499961	1.0000000000	22.7999992371	-7.7399997711
-5.830999851	18.941499710	-1.277750015	2.0000000000	21.2000007629	-5.5700001717
-5.825250149	18.941749573	-1.276499987	3.0000000000	23.1599998474	-7.3800001144
-5.829249859	18.940000534	-1.274000049	2.0000000000	23.3600006104	-7.1799998283
-5.824999809	18.941249847	-1.272750020	2.0000000000	23.1299991608	-7.4200000763
-5.825250149	18.941999435	-1.274000049	1.0000000000	19.5699996948	-6.4899997711
-5.826000214	18.934499741	-1.264999986	1.0000000000	7.8099999428	-12.8800001144
-5.836500168	18.938499451	-1.269749999	3.0000000000	22.5900001526	-7.9499998093
-5.835750103	18.937500000	-1.268749952	2.0000000000	19.4400005341	-6.6199998856
-5.837999821	18.941999435	-1.269749999	2.0000000000	21.4599990845	-5.3099999428
-5.838250160	18.939500809	-1.266000032	2.0000000000	22.8899993896	-7.6500000954
-5.830749989	18.939750671	-1.270750046	1.0000000000	20.2999992371	-6.4699997902
-5.827000141	18.938999176	-1.269999981	2.0000000000	23.3799991608	-7.1599998474
-5.824999809	18.941499710	-1.271749973	0.0000000000	16.3999996185	-7.3400001526
-5.824250221	18.942750931	-1.268499970	1.0000000000	20.9500007629	-5.8200001717
-5.828249931	18.939750671	-1.266999960	4.0000000000	23.5000000000	-7.0399999619
-5.825749874	18.941749573	-1.265249968	1.0000000000	23.2500000000	-7.3000001907
-5.824749947	18.942249298	-1.265499949	4.0000000000	19.4699993134	-6.5900001526
-5.854499817	18.939750671	-1.262249947	3.0000000000	23.9899997711	-6.5399999619
-5.853000164	18.936750412	-1.261999965	2.0000000000	20.1599998474	-5.9099998474
-5.855750084	18.940250397	-1.258499980	2.0000000000	23.2800006866	-7.2500000000
-5.852749825	18.940250397	-1.258749962	2.0000000000	21.4400005341	-5.3299999237
-5.842999935	18.937999725	-1.260750055	1.0000000000	23.0900001526	-7.4499998093
-5.845749855	18.940750122	-1.263749957	1.0000000000	22.2299995422	-4.5399999619
-5.843750000	18.941499710	-1.264000058	0.0000000000	16.9899997711	-6.7500000000
-5.844749928	18.938499451	-1.257500052	2.0000000000	22.5900001526	-7.9499998093
-5.842999935	18.937500000	-1.257500052	1.0000000000	20.9699993134	-5.0999999046
-5.846000195	18.940250397	-1.256749988	2.0000000000	21.3299999237	-5.4400000572
-5.851749897	18.938249588	-1.254250050	1.0000000000	21.0200004578	-5.0500001907
-5.853750229	18.939500809	-1.251500010	3.0000000000	23.3799991608	-7.1500000954
-5.852749825	18.939250946	-1.251500010	2.0000000000	22.4899997711	-4.2800002098
-5.845749855	18.938999176	-1.253749967	2.0000000000	23.1100006104	-7.4299998283
-5.846749783	18.939500809	-1.250249982	3.0000000000	23.1200008392	-7.4200000763
-5.842500210	18.937749863	-1.250000000	1.0000000000	19.7700004578	-6.3000001907
-5.846250057	18.940999985	-1.249500036	1.0000000000	21.5900001526	-5.1799998283
-5.838500023	18.939500809	-1.262750030	2.0000000000	22.7299995422	-7.8099999428
-5.834750175	18.938749313	-1.261749983	0.0000000000	20.0599994659	-6.0000000000
-5.837749958	18.940750122	-1.262249947	1.0000000000	22.3700008392	-4.4000000954
-5.837500095	18.938999176	-1.258749962	2.0000000000	22.4500007629	-8.0900001526
-5.830999851	18.939750671	-1.263249993	1.0000000000	21.4799995422	-5.2899999619
-5.829249859	18.940250397	-1.263499975	1.0000000000	23.6000003815	-6.9400000572
-5.825500011	18.941499710	-1.261749983	1.0000000000	23.6800003052	-6.8699998856
-5.827000141	18.937000275	-1.258249998	2.0000000000	19.5000000000	-6.5599999428
-5.830500126	18.940500259	-1.259999990	2.0000000000	23.2700004578	-7.2699999809
-5.831999779	18.942249298	-1.256749988	1.0000000000	21.6299991608	-5.1399998665
-5.837500095	18.939500809	-1.256000042	1.0000000000	21.3899993896	-5.3800001144
-5.836999893	18.938999176	-1.255499959	3.0000000000	22.4699993134	-8.0699996948
-5.834750175	18.938499451	-1.253250003	1.0000000000	19.1599998474	-6.9000000954
-5.838250160	18.939250946	-1.251749992	1.0000000000	22.4899997711	-8.0500001907
-5.838250160	18.940999985	-1.250000000	0.0000000000	20.7000007629	-6.0700001717
-5.828249931	18.939500809	-1.255499959	4.0000000000	23.5900001526	-6.9600000381
-5.824250221	18.940750122	-1.254750013	1.0000000000	21.3600006104	-5.4099998474
-5.828499794	18.939500809	-1.251999974	2.0000000000	23.2099990845	-7.3400001526
-5.826749802	18.936500549	-1.251250029	0.0000000000	19.7000007629	-6.3600001335
-5.831999779	18.941499710	-1.249750018	1.0000000000	20.8099994659	-5.9600000381
-5.828999996	18.940000534	-1.248999953	3.0000000000	22.5699996948	-7.9800000191
-5.826250076	18.941499710	-1.249250054	1.0000000000	16.2000007629	-7.5399999619
-5.872749805	18.943250656	-1.245000005	4.0000000000	21.9799995422	-8.5500001907
-5.878250122	18.940500259	-1.240249991	0.0000000000	16.3600006104	-7.3899998665
-5.875000000	18.942499161	-1.243999958	4.0000000000	18.5000000000	-7.5700001717
-5.872499943	18.943000793	-1.241000056	0.0000000000	22.5000000000	-8.0299997330
-5.882249832	18.943750381	-1.237499952	0.0000000000	19.8299999237	-6.2399997711
-5.874249935	18.943750381	-1.237750053	3.0000000000	22.2900009155	-8.2399997711
-5.874499798	18.942499161	-1.235999942	1.0000000000	19.5000000000	-6.5700001717
-5.875750065	18.940000534	-1.232499957	4.0000000000	13.9700002670	-6.7399997711
-5.871250153	18.942499161	-1.248000026	4.0000000000	21.2900009155	-9.2399997711
-5.868750095	18.941249847	-1.246000051	1.0000000000	20.2900009155	-6.4699997902
-5.866499901	18.940000534	-1.246999979	1.0000000000	20.7500000000	-5.3200001717
-5.863749981	18.940750122	-1.246250033	4.0000000000	17.8099994659	-5.9400000572
-5.856500149	18.940500259	-1.248000026	2.0000000000	23.0200004578	-7.5100002289
-5.859499931	18.938499451	-1.241000056	2.0000000000	21.8700008392	-4.1999998093
-5.860000134	18.940500259	-1.243999958	2.0000000000	21.1599998474	-5.6100001335
-5.867000103	18.937999725	-1.239249945	3.0000000000	20.9400005341	-5.1300001144
-5.866000175	18.939750671	-1.235000014	1.0000000000	17.4500007629	-6.3000001907
-5.859749794	18.937500000	-1.233749986	4.0000000000	19.7099990845	-6.3600001335
-5.881999969	18.943250656	-1.229500055	3.0000000000	20.3600006104	-5.7100000381
-5.874000072	18.943750381	-1.230000019	1.0000000000	21.7199993134	-8.8100004196
-5.874000072	18.943250656	-1.228999972	4.0000000000	20.2700004578	-5.8000001907
-5.876999855	18.941499710	-1.221250057	1.0000000000	12.3000001907	-18.2299995422
-5.877999783	18.941999435	-1.220250010	2.0000000000	17.0100002289	-6.7399997711
-5.865499973	18.940750122	-1.231999993	1.0000000000	19.4799995422	-6.5900001526
-5.861000061	18.941499710	-1.230250001	0.0000000000	20.5200004578	-6.2500000000
-5.858250141	18.940000534	-1.227249980	1.0000000000	20.2999992371	-5.7699999809
-5.856500149	18.940500259	-1.225999951	2.0000000000	22.4500007629	-8.0799999237
-5.871250153	18.942499161	-1.222499967	1.0000000000	20.0499992371	-10.4799995422
-5.864500046	18.941249847	-1.223749995	1.0000000000	17.7900009155	-5.9600000381
-5.864999771	18.940250397	-1.223000050	3.0000000000	19.6599998474	-6.4099998474
-5.870500088	18.938499451	-1.216750026	2.0000000000	12.0900001526	-18.4400005341
-5.869750023	18.941749573	-1.218750000	1.0000000000	20.9699993134	-9.5600004196
-5.861249924	18.941749573	-1.223500013	3.0000000000	20.8400001526	-5.9299998283
-5.856999874	18.941749573	-1.219249964	3.0000000000	20.3899993896	-5.6799998283
-5.857749939	18.940999985	-1.218999982	6.0000000000	22.9099998474	-7.6199998856
-5.850999832	18.939250946	-1.246749997	1.0000000000	20.8299999237	-5.2399997711
-5.854249954	18.943000793	-1.245749950	1.0000000000	21.6299991608	-5.1399998665
-5.855500221	18.940000534	-1.243999958	2.0000000000	23.1200008392	-7.4099998474
-5.855500221	18.940000534	-1.240249991	1.0000000000	23.5200004578	-7.0100002289
-5.849249840	18.940750122	-1.243499994	1.0000000000	23.6900005341	-6.8499999046
-5.848000050	18.940000534	-1.246749997	1.0000000000	23.6000003815	-6.9400000572
-5.841000080	18.940750122	-1.244750023	2.0000000000	23.4699993134	-7.0700001717
-5.842500210	18.936750412	-1.243000031	3.0000000000	20.8600006104	-5.2100000381
-5.846499920	18.940999985	-1.242499948	5.0000000000	22.2800006866	-4.4899997711
-5.844999790	18.941999435	-1.241500020	3.0000000000	17.9599990845	-5.7800002098
-5.841000080	18.940750122	-1.241000056	1.0000000000	23.6000003815	-6.9400000572
-5.853499889	18.939500809	-1.238250017	0.0000000000	20.8299999237	-5.9400000572
-5.854000092	18.939500809	-1.236500025	2.0000000000	23.2199993134	-7.3200001717
-5.850999832	18.938499451	-1.239249945	1.0000000000	19.8199996948	-6.2500000000
-5.853000164	18.938999176	-1.233000040	5.0000000000	22.2700004578	-8.2700004578
-5.845749855	18.938999176	-1.239249945	2.0000000000	24.0699996948	-6.4699997902
-5.841249943	18.940750122	-1.237499952	1.0000000000	23.5000000000	-7.0399999619
-5.844500065	18.938499451	-1.235249996	3.0000000000	23.6299991608	-6.9099998474
-5.840750217	18.939500809	-1.234500051	0.0000000000	20.9400005341	-5.1199998856
-5.847249985	18.941999435	-1.235999942	0.0000000000	21.3700008392	-5.4000000954
-5.847499847	18.940000534	-1.232249975	4.0000000000	24.0400009155	-6.5000000000
-5.841000080	18.940500259	-1.233500004	2.0000000000	23.9599990845	-6.5799999237
-5.830749989	18.932500839	-1.247750044	1.0000000000	6.7300000191	-13.9700002670
-5.837999821	18.939500809	-1.247750044	1.0000000000	22.5499992371	-7.9899997711
-5.833749771	18.939250946	-1.245000005	1.0000000000	20.4099998474	-5.6500000954
-5.839250088	18.943000793	-1.242499948	3.0000000000	21.7700004578	-5.0000000000
-5.832499981	18.941999435	-1.243749976	2.0000000000	21.5000000000	-5.2699999809
-5.828750134	18.940000534	-1.245249987	2.0000000000	22.5400009155	-8.0100002289
-5.824749947	18.942249298	-1.246999979	3.0000000000	21.8600006104	-4.9099998474
-5.826499939	18.936750412	-1.243000031	2.0000000000	19.9799995422	-6.0799999237
-5.829750061	18.940250397	-1.241750002	1.0000000000	22.4899997711	-8.0600004196
-5.824500084	18.941249847	-1.240249991	2.0000000000	22.9300003052	-7.6199998856
-5.825250149	18.942750931	-1.240499973	1.0000000000	20.9400005341	-5.8299999237
-5.832749844	18.940999985	-1.238250017	1.0000000000	20.7900009155	-5.2699999809
-5.833000183	18.941749573	-1.238000035	0.0000000000	23.0000000000	-7.5399999619
-5.832749844	18.942499161	-1.236250043	4.0000000000	22.0499992371	-4.7199997902
-5.839250088	18.942499161	-1.235749960	0.0000000000	22.1499996185	-4.6199998856
-5.832499981	18.941499710	-1.234750032	0.0000000000	23.2000007629	-7.3400001526
-5.824749947	18.943250656	-1.238749981	1.0000000000	16.3799991608	-7.3600001335
-5.824749947	18.939500809	-1.235499978	1.0000000000	19.8700008392	-6.1900000572
-5.825500011	18.943000793	-1.234500051	1.0000000000	21.3899993896	-5.3800001144
-5.853750229	18.939500809	-1.229249954	2.0000000000	22.1599998474	-8.3800001144
-5.850999832	18.937500000	-1.230999947	1.0000000000	20.7000007629	-5.3699998856
-5.854499817	18.942499161	-1.230999947	2.0000000000	21.3700008392	-5.4000000954
-5.854000092	18.940250397	-1.224499941	1.0000000000	20.5599994659	-6.2100000381
-5.845499992	18.938999176	-1.228250027	1.0000000000	24.1700000763	-6.3699998856
-5.846250057	18.941499710	-1.230749965	0.0000000000	17.9500007629	-5.7899999619
-5.847249985	18.940500259	-1.229500055	1.0000000000	21.7000007629	-5.0700001717
-5.846499920	18.939500809	-1.224750042	5.0000000000	23.7800006866	-6.7600002289
-5.840250015	18.939750671	-1.226250052	1.0000000000	22.0100002289	-4.0500001907
-5.855000019	18.940000534	-1.222000003	4.0000000000	22.7700004578	-7.7699999809
-5.849500179	18.940000534	-1.223999977	2.0000000000	21.6200008392	-4.4499998093
-5.849750042	18.938999176	-1.216249943	2.0000000000	20.8400001526	-5.2300000191
-5.855000019	18.941999435	-1.217499971	1.0000000000	21.9799995422	-4.7899999619
-5.847499847	18.939750671	-1.221250057	1.0000000000	24.5799999237	-5.9600000381
-5.847249985	18.940250397	-1.222249985	1.0000000000	21.4400005341	-5.3299999237
-5.841249943	18.940750122	-1.223000050	4.0000000000	24.6800003052	-5.8600001335
-5.847000122	18.939500809	-1.217249990	5.0000000000	23.8199996948	-6.7199997902
-5.844999790	18.942499161	-1.220000029	2.0000000000	25.0300006866	-5.5100002289
-5.835000038	18.930749893	-1.230000019	2.0000000000	6.8800001144	-13.8199996948
-5.839000225	18.939750671	-1.229750037	3.0000000000	24.9899997711	-5.5500001907
-5.833499908	18.943500519	-1.228999972	0.0000000000	21.1299991608	-5.6399998665
-5.838749886	18.939750671	-1.226500034	5.0000000000	25.0699996948	-5.4699997902
-5.831999779	18.941249847	-1.231250048	0.0000000000	23.0900001526	-7.4499998093
-5.831999779	18.941499710	-1.230999947	1.0000000000	19.7399997711	-6.3200001717
-5.824999809	18.937999725	-1.227499962	2.0000000000	18.9200000763	-7.1399998665
-5.831250191	18.940999985	-1.227249980	0.0000000000	22.8299999237	-7.7199997902
-5.827750206	18.940999985	-1.227499962	1.0000000000	17.2999992371	-6.4400000572
-5.824999809	18.941499710	-1.225499988	0.0000000000	23.4899997711	-7.0599999428
-5.833749771	18.937500000	-1.223250031	1.0000000000	19.8700008392	-6.1900000572
-5.839749813	18.942249298	-1.221750021	1.0000000000	21.9500007629	-4.8200001717
-5.832499981	18.941499710	-1.223749995	2.0000000000	22.5499992371	-7.9899997711
-5.839499950	18.941249847	-1.219499946	1.0000000000	21.6900005341	-4.3699998856
-5.831999779	18.938999176	-1.222249985	1.0000000000	21.1700000763	-5.5999999046
-5.825749874	18.941749573	-1.220250010	4.0000000000	20.6100006104	-6.1599998474
-5.830749989	18.940750122	-1.219499946	2.0000000000	22.9200000763	-7.6300001144
-5.828499794	18.940750122	-1.217249990	1.0000000000	16.5499992371	-7.1900000572
-5.829999924	18.940500259	-1.216249943	2.0000000000	23.1000003815	-7.4499998093
-5.825250149	18.941499710	-1.218000054	0.0000000000	23.8899993896	-6.6599998474
-5.921500206	18.969499588	-1.262249947	2.0000000000	13.9600000381	-6.3099999428
-5.912749767	18.954500198	-1.268249989	0.0000000000	12.7200002670	-7.5399999619
-5.910250187	18.956249237	-1.271499991	0.0000000000	11.7899999619	-14.2799997330
-5.896749973	18.951250076	-1.276499987	1.0000000000	19.3199996948	-8.1499996185
-5.898250103	18.949249268	-1.274500012	2.0000000000	19.0400009155	-7.0300002098
-5.892749786	18.951250076	-1.274000049	2.0000000000	19.6700000763	-7.0900001526
-5.888999939	18.948499680	-1.273000002	1.0000000000	19.6399993896	-6.4299998283
-5.898250103	18.951999664	-1.279000044	3.0000000000	14.0799999237	-6.6300001144
-5.901500225	18.959499359	-1.278749943	0.0000000000	19.5400009155	-7.9299998283
-5.898499966	18.956249237	-1.273499966	4.0000000000	14.7100000381	-8.7200002670
-5.897749901	18.958000183	-1.273499966	1.0000000000	19.1900005341	-8.2799997330
-5.894750118	18.956249237	-1.279749990	4.0000000000	17.0699996948	-6.6799998283
-5.897250175	18.951250076	-1.270499945	2.0000000000	17.6900005341	-9.7799997330
-5.898250103	18.948499680	-1.266499996	0.0000000000	19.1599998474	-6.9099998474
-5.894499779	18.950000763	-1.264500022	0.0000000000	17.8600006104	-9.6099996567
-5.888500214	18.949249268	-1.265499949	0.0000000000	18.5200004578	-7.5500001907
-5.896999836	18.954500198	-1.268499970	1.0000000000	17.3700008392	-6.3800001144
-5.903500080	18.957000732	-1.271999955	1.0000000000	16.0699996948	-7.3600001335
-5.902249813	18.959249496	-1.266250014	3.0000000000	19.4699993134	-8.0000000000
-5.893000126	18.951999664	-1.266999960	1.0000000000	19.5200004578	-7.2399997711
-5.907750130	18.961999893	-1.278499961	1.0000000000	11.6000003815	-14.4700002670
-5.909249783	18.964750290	-1.275249958	1.0000000000	14.3699998856	-6.3400001526
-5.912250042	18.971750259	-1.274999976	1.0000000000	19.5400009155	-7.2100000381
-5.915500164	18.972499847	-1.274749994	2.0000000000	20.8099994659	-6.6700000763
-5.908999920	18.972999573	-1.279999971	2.0000000000	18.6200008392	-4.8099999428
-5.915999889	18.972499847	-1.271749973	3.0000000000	16.5000000000	-6.9299998283
-5.913249969	18.974750519	-1.269250035	0.0000000000	18.5400009155	-8.2100000381
-5.918000221	18.973249435	-1.267500043	2.0000000000	19.9099998474	-7.5700001717
-5.911250114	18.970750809	-1.268000007	2.0000000000	18.1200008392	-5.6300001144
-5.902249813	18.960250854	-1.277500033	1.0000000000	19.1599998474	-7.5999999046
-5.900750160	18.961250305	-1.277250051	1.0000000000	18.2999992371	-7.7699999809
-5.901500225	18.962249756	-1.275249958	1.0000000000	17.8199996948	-5.9299998283
-5.901249886	18.959999084	-1.270499945	2.0000000000	18.9500007629	-7.1199998856
-5.902999878	18.961999893	-1.270499945	2.0000000000	19.1200008392	-7.6300001144
-5.902999878	18.961500168	-1.265750051	1.0000000000	19.3400001526	-4.4099998474
-5.904250145	18.959749222	-1.259750009	2.0000000000	19.3500003815	-8.1199998856
-5.904749870	18.953250885	-1.251250029	0.0000000000	12.5900001526	-7.6700000763
-5.897500038	18.951749802	-1.262500048	5.0000000000	14.0100002289	-6.6999998093
-5.898250103	18.947999954	-1.259500027	1.0000000000	19.2299995422	-6.8400001526
-5.888999939	18.947000504	-1.259250045	5.0000000000	19.3899993896	-11.1300001144
-5.888500214	18.948249817	-1.256500006	1.0000000000	19.2000007629	-6.8699998856
-5.901500225	18.958999634	-1.262500048	5.0000000000	19.0200004578	-7.0500001907
-5.901999950	18.952499390	-1.257249951	0.0000000000	16.0200004578	-11.4499998093
-5.894249916	18.954750061	-1.260249972	1.0000000000	19.3500003815	-7.4099998474
-5.893249989	18.955249786	-1.261500001	2.0000000000	14.4600000381	-8.9600000381
-5.894999981	18.956750870	-1.257249951	3.0000000000	17.0799999237	-6.6700000763
-5.888999939	18.946750641	-1.255499959	5.0000000000	18.9500007629	-11.5699996948
-5.889249802	18.947750092	-1.256000042	2.0000000000	17.3400001526	-6.4099998474
-5.892749786	18.949499130	-1.253000021	2.0000000000	19.1800003052	-7.5799999237
-5.888750076	18.946750641	-1.248999953	1.0000000000	20.3099994659	-5.7600002289
-5.895999908	18.951749802	-1.251749992	1.0000000000	19.2399997711	-6.8299999237
-5.890500069	18.948249817	-1.251749992	1.0000000000	15.4300003052	-12.0399999619
-5.901500225	18.957500458	-1.254750013	0.0000000000	18.4200000763	-7.6500000954
-5.902999878	18.959249496	-1.253000021	6.0000000000	19.9699993134	-7.5000000000
-5.900499821	18.958000183	-1.250749946	4.0000000000	15.2799997330	-8.1499996185
-5.913499832	18.962999344	-1.260499954	0.0000000000	13.7899999619	-6.9200000763
-5.905250072	18.965749741	-1.263499975	3.0000000000	13.3299999237	-12.7399997711
-5.908750057	18.961000443	-1.257750034	2.0000000000	15.9700002670	-7.4600000381
-5.912250042	18.969999313	-1.262500048	1.0000000000	19.0900001526	-7.6599998474
-5.912499905	18.969999313	-1.256749988	3.0000000000	18.5499992371	-5.1999998093
